ingredient,ingredient_key,product_occurrences,egg,fish,milk,peanut,sesame,shellfish,soy,tree_nut,wheat,vegan,vegetarian,pescatarian,gluten_free,egg_safe_products,fish_safe_products,milk_safe_products,peanut_safe_products,sesame_safe_products,shellfish_safe_products,soy_safe_products,tree_nut_safe_products,wheat_safe_products,vegan_safe_products,vegetarian_safe_products,pescatarian_safe_products,gluten_free_safe_products,egg_violates_products,fish_violates_products,milk_violates_products,peanut_violates_products,sesame_violates_products,shellfish_violates_products,soy_violates_products,tree_nut_violates_products,wheat_violates_products,vegan_violates_products,vegetarian_violates_products,pescatarian_violates_products,gluten_free_violates_products
polysorbate 65,polysorbate 65,48,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,42,47,11,48,48,48,21,18,26,8,47,47,20,6,40,37,0,0,0,27,30,22,40,1,1,28
POLYSORBATE 80,polysorbate 80,3279,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,2719,3043,1264,3034,3184,3278,2010,2630,2320,1053,3043,3064,2299,560,2226,2015,245,95,1,1269,649,959,2226,236,215,980
Polysorbate 80 and Yellow 5,polysorbate 80 and yellow 5,25,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Polyvinyl Alcohol,polyvinyl alcohol,375,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,375,211,356,375,375,355,346,375,375,192,211,230,375,0,183,19,0,0,20,29,0,0,183,164,145,0
Polyvinylpyrrolidone,polyvinylpyrrolidone,48,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,48,33,45,48,48,46,48,48,48,30,33,35,48,0,18,3,0,0,2,0,0,0,18,15,13,0
Pomegranate,pomegranate,116,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,116,102,115,116,114,113,108,97,98,94,102,103,109,0,22,1,0,2,3,8,19,18,22,14,13,7
POMEGRANATE ARILS,pomegranate arils,31,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,29,30,28,31,31,31,31,25,29,27,30,30,29,2,4,3,0,0,0,0,6,2,4,1,1,2
Pomegranate Concentrate,pomegranate concentrate,37,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,37,37,36,36,37,37,37,21,35,36,37,37,35,0,1,1,1,0,0,0,16,2,1,0,0,2
pomegranate extract (fruit),pomegranate extract,66,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,65,42,63,66,66,66,58,42,61,39,42,42,61,1,27,3,0,0,0,8,24,5,27,24,24,5
Pomegranate Flavor (Certified Organic),pomegranate flavor,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
pomegranate fruit extract,pomegranate fruit extract,50,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,50,49,50,50,50,50,50,45,45,49,49,49,50,0,1,0,0,0,0,0,5,5,1,1,1,0
Pomegranate Fruit Powder,pomegranate fruit powder,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,9,9,10,10,10,8,8,7,8,9,9,9,0,2,1,0,0,0,2,2,3,2,1,1,1
Pomegranate Juice,pomegranate juice,77,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,75,76,74,77,77,77,77,72,76,72,76,77,76,2,5,3,0,0,0,0,5,1,5,1,0,1
POMEGRANATE JUICE CONCENTRATE,pomegranate juice concentrate,183,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,179,180,162,182,182,183,160,146,178,128,180,181,178,4,55,21,1,1,0,23,37,5,55,3,2,5
"Pomegranate Juice from Concentrate (Water, Pomegranate Juice Concentrate)",pomegranate juice from concentrate,44,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,44,44,44,44,44,44,44,44,44,41,44,44,44,0,3,0,0,0,0,0,0,0,3,0,0,0
"Pomegranate Juice Powder (Pomegranate, Maltodextrin, and Silicon Dioxide)",pomegranate juice powder,16,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,16,16,16,16,16,16,9,13,16,16,16,16,0,0,0,0,0,0,0,7,3,0,0,0,0
Pomegranate Molasses (Pomegranate Juice),pomegranate molasses,7,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,7,7,7,7,6,7,7,6,6,7,7,7,6,0,0,0,0,1,0,0,1,1,0,0,0,1
Pomegranate Powder (Fruit),pomegranate powder,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,14,16,17,17,17,14,14,17,14,14,14,15,0,3,1,0,0,0,3,3,0,3,3,3,2
Pomegranate Seeds,pomegranate seeds,7,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,7,7,6,7,7,7,7,6,7,6,7,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0
Pomegranates (Organic Ingredients),pomegranates,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,9,10,10,10,10,6,6,10,9,9,9,10,0,1,0,0,0,0,4,4,0,1,1,1,0
Popcorn,popcorn,1292,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,1289,1285,587,1233,1288,1292,838,1076,1254,589,1285,1285,1257,3,703,705,59,4,0,454,216,38,703,7,7,35
Popping Corn,popping corn,41,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,41,41,17,40,41,41,41,41,41,17,41,41,41,0,24,24,1,0,0,0,0,0,24,0,0,0
POPPY SEED,poppy seed,136,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,118,125,102,136,64,136,105,130,96,84,125,127,96,18,52,34,0,72,0,31,6,40,52,11,9,40
poppy seeds,poppy seeds,744,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,611,708,579,729,352,744,478,672,341,510,708,720,338,133,234,165,15,392,0,266,72,403,234,36,24,406
POPPYSEEDS,poppyseeds,43,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,23,40,22,40,29,43,10,42,10,16,40,40,10,20,27,21,3,14,0,33,1,33,27,3,3,33
porcini mushroom powder*,porcini mushroom powder,39,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,34,28,30,39,35,38,32,37,25,24,28,29,24,5,15,9,0,4,1,7,2,14,15,11,10,15
PORCINI MUSHROOMS,porcini mushrooms,34,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,26,27,20,34,33,34,31,33,25,17,27,27,25,8,17,14,0,1,0,3,1,9,17,7,7,9
Porcini Powder,porcini powder,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,6,10,10,10,8,9,8,6,8,8,8,2,4,4,0,0,0,2,1,2,4,2,2,2
Portabella Mushrooms,portabella mushrooms,87,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,73,71,49,87,84,85,56,87,75,46,71,73,74,14,41,38,0,3,2,31,0,12,41,16,14,13
portobello mushrooms,portobello mushrooms,35,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,29,24,16,35,35,35,20,34,25,12,24,27,25,6,23,19,0,0,0,15,1,10,23,11,8,10
"Potassium (as Potassium Citrate, Potassium Phosphate)",potassium,900,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,880,779,724,887,889,900,832,762,839,642,779,782,869,20,258,176,13,11,0,68,138,61,258,121,118,31
POTASSIUM ACETATE,potassium acetate,291,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,260,9,238,290,289,291,246,288,246,9,9,10,246,31,282,53,1,2,0,45,3,45,282,282,281,45
potassium aspartate,potassium aspartate,69,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,69,65,69,69,69,69,65,63,69,64,65,65,69,0,5,0,0,0,0,4,6,0,5,4,4,0
Potassium Benzoate (to Ensure Freshness),potassium benzoate,1623,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,1618,1623,1617,1623,1623,1623,1608,1612,1617,1617,1623,1623,1618,5,6,6,0,0,0,15,11,6,6,0,0,5
POTASSIUM BENZOATE AND CALCIUM DISODIUM EDTA (TO PROTECT TASTE),potassium benzoate and calcium disodium edta,13,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Potassium Benzoate and Potassium Metabisulfite (to Preserve Freshness),potassium benzoate and potassium metabisulfite,13,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
potassium benzoate and potassium sorbate (preservatives),potassium benzoate and potassium sorbate,148,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,148,147,148,148,148,148,147,147,148,147,147,147,147,0,1,0,0,0,0,1,1,0,1,1,1,1
Potassium Beta-Hydroxybutyrate,potassium beta hydroxybutyrate,18,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Potassium Bicarbonate,potassium bicarbonate,553,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,527,535,288,552,553,553,335,455,374,272,535,535,373,26,281,265,1,0,0,218,98,179,281,18,18,180
POTASSIUM BITARTRATE,potassium bitartrate,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,18,15,19,19,19,7,19,16,15,18,18,16,3,4,4,0,0,0,12,0,3,4,1,1,3
POTASSIUM CARBONATE,potassium carbonate,650,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,563,348,382,616,516,564,166,628,139,250,348,410,139,87,400,268,34,134,86,484,22,511,400,302,240,511
Potassium Chloride,potassium chloride,4460,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,3913,2673,2604,4409,4338,4351,2397,3982,2838,1444,2673,2785,2826,547,3016,1856,51,122,109,2063,478,1622,3016,1787,1675,1634
POTASSIUM CHLORIDE SALT,potassium chloride salt,35,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,31,31,23,35,34,35,24,35,17,19,31,35,17,4,16,12,0,1,0,11,0,18,16,4,0,18
POTASSIUM CITRATE,potassium citrate,4325,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,4271,4083,3711,4321,4320,4322,3656,3642,4217,3558,4083,4120,4216,54,767,614,4,5,3,669,683,108,767,242,205,109
Potassium Citrate Monohydrate,potassium citrate monohydrate,79,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,79,79,79,79,79,79,79,79,79,79,79,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0
Potassium Gluconate,potassium gluconate,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,7,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0
Potassium Glycinate Complex,potassium glycinate complex,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
POTASSIUM HYDROXIDE,potassium hydroxide,380,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,378,329,69,379,380,380,111,211,373,62,329,372,373,2,318,311,1,0,0,269,169,7,318,51,8,7
POTASSIUM IODATE,potassium iodate,421,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,365,398,321,415,249,420,29,419,16,300,398,400,14,56,121,100,6,172,1,392,2,405,121,23,21,407
Potassium Iodide,potassium iodide,1287,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,1246,1044,514,1238,1286,1286,470,911,1240,304,1044,1072,1226,41,983,773,49,1,1,817,376,47,983,243,215,61
POTASSIUM LACTATE,potassium lactate,1507,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,1404,51,1268,1503,1489,1507,1267,1498,1330,44,51,51,1323,103,1463,239,4,18,0,240,9,177,1463,1456,1456,184
Potassium Metabisulfite (Added to Maintain Flavor and Freshness),potassium metabisulfite,183,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,182,180,181,183,182,183,182,166,182,178,180,182,182,1,5,2,0,1,0,1,17,1,5,3,1,1
Potassium Metabisulfite Added to Enhance Freshness,potassium metabisulfite added to enhance freshness,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Potassium Metabisulfite and Potassium Sorbate (to Preserve Freshness),potassium metabisulfite and potassium sorbate,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Potassium Phosphate,potassium phosphate,905,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,896,806,316,884,896,904,560,713,807,288,806,835,806,9,617,589,21,9,1,345,192,98,617,99,70,99
Potassium Phosphate Dibasic,potassium phosphate dibasic,89,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,89,89,87,89,89,89,87,89,88,87,89,89,89,0,2,2,0,0,0,2,0,1,2,0,0,0
Potassium Phosphates,potassium phosphates,39,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,38,29,16,38,38,39,31,36,34,10,29,29,34,1,29,23,1,1,0,8,3,5,29,10,10,5
POTASSIUM SALT,potassium salt,660,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,607,464,205,637,625,647,337,635,340,121,464,478,337,53,539,455,23,35,13,323,25,320,539,196,182,323
Potassium Sorbate,potassium sorbate,11413,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,7570,9973,6066,10923,10839,11357,5616,10275,6840,4857,9973,10214,6844,3843,6556,5347,490,574,56,5797,1138,4573,6556,1440,1199,4569
Potassium Sorbate & Sodium Benzoate,potassium sorbate sodium benzoate,152,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,60,129,56,146,123,148,48,140,58,46,129,130,66,92,106,96,6,29,4,104,12,94,106,23,22,86
Potassium Sorbate - to maintain freshness,potassium sorbate to maintain freshness,70,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,60,65,37,57,41,70,23,66,63,36,65,66,63,10,34,33,13,29,0,47,4,7,34,5,4,7
Potassium Sorbate Added As A Preservative (to Retain Freshness),potassium sorbate added as a preservative,35,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,27,34,27,35,33,34,19,33,23,24,34,35,23,8,11,8,0,2,1,16,2,12,11,1,0,12
Potassium Sorbate Added to Maintain Freshness,potassium sorbate added to maintain freshness,252,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,237,84,19,249,243,252,219,248,246,19,84,237,239,15,233,233,3,9,0,33,4,6,233,168,15,13
POTASSIUM SORBATE AND CALCIUM DISODIUM EDTA (PRESERVATIVES),potassium sorbate and calcium disodium edta,190,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,124,177,107,190,187,190,20,190,187,69,177,182,187,66,121,83,0,3,0,170,0,3,121,13,8,3
Potassium Sorbate and Citric Acid (Preservatives),potassium sorbate and citric acid,30,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,27,26,15,29,30,30,11,28,19,13,26,27,19,3,17,15,1,0,0,19,2,11,17,4,3,11
Potassium Sorbate and Potassium Benzoate (as preservatives),potassium sorbate and potassium benzoate,47,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,47,47,47,47,46,47,44,47,47,47,47,47,47,0,0,0,0,1,0,3,0,0,0,0,0,0
Potassium Sorbate and Potassium Benzoate and Calcium Disodium EDTA (to Protect Taste),potassium sorbate and potassium benzoate and calcium disodium edta,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Potassium Sorbate and Potassium Metabisulfite Added to Enhance Freshness,potassium sorbate and potassium metabisulfite added to enhance freshness,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
potassium sorbate and sodium benzoate,potassium sorbate and sodium benzoate,895,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,596,794,583,868,841,889,396,851,709,446,794,834,709,299,449,312,27,54,6,499,44,186,449,101,61,186
POTASSIUM SORBATE AND SODIUM BENZOATE ADDED AS PRESERVATIVES,potassium sorbate and sodium benzoate added as preservatives,62,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,34,48,34,62,59,62,21,62,57,31,48,51,57,28,31,28,0,3,0,41,0,5,31,14,11,5
Potassium Sorbate and Sodium Benzoate Added to Maintain Freshness Less than .1%,potassium sorbate and sodium benzoate added to maintain freshness less than 1,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
potassium sorbate and sodium benzoate as preservatives,potassium sorbate and sodium benzoate as preservatives,108,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,74,100,88,108,105,108,52,107,81,65,100,104,79,34,43,20,0,3,0,56,1,27,43,8,4,29
Potassium Sorbate and Sodium Benzoate to Protect Flavor,potassium sorbate and sodium benzoate to protect flavor,25,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,23,21,25,25,25,20,23,25,20,23,23,25,4,5,4,0,0,0,5,2,0,5,2,2,0
Potassium Sorbate and Sodium Bisulfite (to Maintain Freshness),potassium sorbate and sodium bisulfite,30,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,30,30,20,30,30,30,24,29,30,20,30,30,30,0,10,10,0,0,0,6,1,0,10,0,0,0
Potassium Sorbate and Sodium Bisulfite as Preservatives,potassium sorbate and sodium bisulfite as preservatives,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,7,10,10,8,9,7,10,8,7,7,7,8,2,3,0,0,2,1,3,0,2,3,3,3,2
POTASSIUM SORBATE AND SODIUM HEXAMETAPHOSPHATE (PRESERVATIVES),potassium sorbate and sodium hexametaphosphate,32,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Potassium Sorbate and Sodium Metabisulfite (Preservatives),potassium sorbate and sodium metabisulfite,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,23,23,17,22,23,23,17,17,23,17,23,23,21,0,6,6,1,0,0,6,6,0,6,0,0,2
POTASSIUM SORBATE AND SORBIC ACID (TO RETARD SPOILAGE),potassium sorbate and sorbic acid,61,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,55,19,58,61,61,6,57,7,9,55,55,7,45,52,42,3,0,0,55,4,54,52,6,6,54
potassium sorbate as a preservative,potassium sorbate as a preservative,133,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,89,121,102,132,133,131,58,126,113,68,121,126,113,44,65,31,1,0,2,75,7,20,65,12,7,20
Potassium Sorbate As Preservative,potassium sorbate as preservative,29,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,24,21,29,26,28,18,29,22,18,24,25,22,8,11,8,0,3,1,11,0,7,11,5,4,7
Potassium Sorbate Preservative,potassium sorbate preservative,184,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,67,176,45,178,176,184,35,137,32,38,176,176,32,117,146,139,6,8,0,149,47,152,146,8,8,152
Potassium Sorbate to protect flavor,potassium sorbate to protect flavor,138,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,137,132,75,138,137,138,131,138,136,75,132,132,136,1,63,63,0,1,0,7,0,2,63,6,6,2
Potassium Sulfate,potassium sulfate,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,14,13,14,13,14,14,13,14,14,13,13,13,14,0,1,0,1,0,0,1,0,0,1,1,1,0
POTATO DEXTRIN,potato dextrin,28,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,24,16,28,27,28,20,26,11,10,24,26,11,12,18,12,0,1,0,8,2,17,18,4,2,17
Potato Fiber,potato fiber,69,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,64,64,61,69,54,69,42,57,65,61,64,65,66,5,8,8,0,15,0,27,12,4,8,5,4,3
Potato Flake,potato flake,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,15,11,19,18,19,13,17,11,11,15,16,11,2,8,8,0,1,0,6,2,8,8,4,3,8
POTATO FLAKES,potato flakes,527,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,350,466,347,526,490,526,316,485,281,229,466,489,282,177,298,180,1,37,1,211,42,246,298,61,38,245
POTATO FLOUR,potato flour,1091,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,718,820,557,1079,949,1083,454,1021,483,383,820,831,484,373,708,534,12,142,8,637,70,608,708,271,260,607
Potato Granules,potato granules,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,21,9,23,19,23,20,22,16,7,21,21,16,4,16,14,0,4,0,3,1,7,16,2,2,7
POTATO MALTODEXTRIN,potato maltodextrin,113,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,107,64,53,113,99,112,53,110,85,33,64,66,84,6,80,60,0,14,1,60,3,28,80,49,47,29
POTATO POWDER,potato powder,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,15,11,13,19,18,18,10,19,14,9,11,12,14,4,10,6,0,1,1,9,0,5,10,8,7,5
POTATO PROTEIN,potato protein,145,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,129,137,127,145,143,144,132,79,110,118,137,142,113,16,27,18,0,2,1,13,66,35,27,8,3,32
potato starch,potato starch,5170,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,4161,4020,3526,5036,4813,4982,3644,4476,3781,2355,4020,4220,3790,1009,2815,1644,134,357,188,1526,694,1389,2815,1150,950,1380
Potato Starch-Modified,potato starch modified,28,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,27,26,19,28,27,28,6,28,21,19,26,26,21,1,9,9,0,1,0,22,0,7,9,2,2,7
Potato Starch. Contains 2% or Less of: Dextrose,potato starch contains 2 or less of dextrose,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
POTATOES,potatoes,5204,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,4799,4326,3454,5046,5121,5096,3234,5049,4387,2898,4326,4491,4288,405,2306,1750,158,83,108,1970,155,817,2306,878,713,916
Potatoes Red,potatoes red,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Potatoes; Contains 2% or less of Dextrose,potatoes contains 2 or less of dextrose,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Povidone,povidone,199,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,199,121,163,199,199,196,192,199,199,91,121,124,199,0,108,36,0,0,3,7,0,0,108,78,75,0
Powder,powder,83,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,69,70,42,82,83,82,48,70,58,30,70,71,57,14,53,41,1,0,1,35,13,25,53,13,12,26
POWDERED CANE SUGAR,powdered cane sugar,38,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,26,38,24,31,36,38,18,23,25,24,38,38,25,12,14,14,7,2,0,20,15,13,14,0,0,13
powdered cellulose,powdered cellulose,800,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,659,597,87,797,770,796,573,774,582,75,597,620,586,141,725,713,3,30,4,227,26,218,725,203,180,214
Powdered Cellulose added to prevent caking,powdered cellulose added to prevent caking,122,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,116,111,18,122,122,119,108,108,110,19,111,111,110,6,103,104,0,0,3,14,14,12,103,11,11,12
powdered cinnamon,powdered cinnamon,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,10,8,10,10,10,9,10,9,8,10,10,9,0,2,2,0,0,0,1,0,1,2,0,0,1
Powdered Dates,powdered dates,22,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,22,22,21,15,22,22,22,9,22,21,22,22,22,0,1,1,7,0,0,0,13,0,1,0,0,0
POWDERED GARLIC,powdered garlic,13,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,9,10,12,13,13,10,10,11,7,9,9,11,0,6,3,1,0,0,3,3,2,6,4,4,2
POWDERED LEMON JUICE,powdered lemon juice,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,9,8,9,9,9,8,9,8,8,9,9,8,1,1,1,0,0,0,1,0,1,1,0,0,1
POWDERED ONION,powdered onion,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,14,10,13,13,14,14,11,14,13,9,10,10,13,0,5,1,1,0,0,3,0,1,5,4,4,1
Pre-Washed Quinoa,pre washed quinoa,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,6,8,8,8,8,8,8,0,0,0,0,0,0,2,0,0,0,0,0,0
Prebiotic Fiber,prebiotic fiber,85,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,68,83,54,74,85,85,74,44,67,55,83,83,67,17,30,31,11,0,0,11,41,18,30,2,2,18
"Prebiotic Fibers (Soluble Corn Fiber, Inulin)",prebiotic fibers,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,19,19,6,19,19,17,7,19,19,19,19,19,0,0,0,13,0,0,2,12,0,0,0,0,0
Prebiotic Tapioca Fiber,prebiotic tapioca fiber,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,22,20,17,21,23,19,9,22,19,22,22,22,2,4,3,6,2,0,4,14,1,4,1,1,1
