priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
100,dimethylpolysiloxane anti foaming agent,dimethylpolysiloxane anti foaming agent,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,dimethylpolysiloxane anti foaming agent (10),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:2,,
100,disodium dihydrogen pyrophosphate added to maintain color,disodium dihydrogen pyrophosphate added to maintain color,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,disodium dihydrogen pyrophosphate added to maintain color (10),usda_only_train:9 | usda_only_holdout:1,,
100,disodium diphosphate stabilizer,disodium diphosphate stabilizer,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,disodium diphosphate stabilizer (10),usda_only_train:8 | usda_only_val:2,,
100,donut sugar coating,donut sugar coating,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"donut sugar coating (dextrose, modified corn starch, palm oil, titanium dioxide color , corn starch, hydrogenated cottonseed oil, artificial flavor, calcium propionate preservative ) (10)",usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
100,dough conditioner calcium sulfate,dough conditioner calcium sulfate,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,dough conditioner calcium sulfate (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
100,dough conditioners diacetyl tartaric acid ester of mono and diglyceride,dough conditioners diacetyl tartaric acid ester of mono and diglyceride,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,dough conditioners diacetyl tartaric acid ester of mono and diglycerides (10),usda_only_train:5 | usda_only_holdout:3 | usda_only_val:2,,
100,e 442,e 442,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,e 442 (10),usda_only_train:8 | usda_only_val:2,,
100,e133,e133,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,e133 (10),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
100,emulisifier,emulisifier,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,emulisifier (10),usda_only_train:4 | usda_only_val:4 | usda_only_holdout:2,,
100,enriched ground corn,enriched ground corn,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"enriched ground corn (corn flour, thiamine, riboflavin, niacin, iron, folic acid, and a trace of lime) (10)",usda_only_train:6 | usda_only_val:4,,
100,enriched rice rice,enriched rice rice,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,enriched rice rice (10),usda_only_holdout:6 | usda_only_train:4,,
100,enriched white corn meal cornmeal niacin ferrous sulfate thiamin mononitrate riboflavin folic acid,"enriched white corn meal cornmeal, niacin, ferrous sulfate , thiamin mononitrate, riboflavin, folic acid",10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"enriched white corn meal (cornmeal, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid) (10)",usda_only_train:8 | usda_only_val:2,,
100,enriched with ferric orthophosphate iron,enriched with ferric orthophosphate iron,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,enriched with ferric orthophosphate iron (10),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:1,,
100,enzymes and cellulose to prevent caking,enzymes and cellulose to prevent caking,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,enzymes and cellulose to prevent caking (10),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:2,,
100,fatty acid ester,fatty acid ester,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,fatty acid esters (10),usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
100,fd and c blue 1 lake,fd and c blue #1 lake,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,fd and c blue #1 lake (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,ferrous sulfate and or reduced iron,ferrous sulfate and/or reduced iron,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,ferrous sulfate and/or reduced iron (10),usda_only_train:5 | usda_only_val:4 | usda_only_holdout:1,,
100,ferrous sulphate iron,ferrous sulphate iron,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,ferrous sulphate iron (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,filled in a sheep casing,filled in a sheep casing,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,filled in a sheep casing (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,filling sugar,filling sugar,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,filling sugar (10),usda_only_train:8 | usda_only_val:2,,
100,fine granulated,fine granulated,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,fine granulated (10),usda_only_train:5 | usda_only_val:5,,
100,fire roasted tomatoes in juice,fire-roasted tomatoes in juice,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"fire-roasted tomatoes in juice (tomatoes, tomato juice, salt, calcium chloride, citric acid) (6) | fire-roasted tomatoes in juice (4)",usda_only_train:5 | usda_only_val:4 | usda_only_holdout:1,,
100,folic aicd,folic aicd,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,folic aicd (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
100,food starch modifed,food starch-modifed,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,food starch-modifed (10),usda_only_train:9 | usda_only_val:1,,
100,for uniform spray,for uniform spray,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,for uniform spray (10),usda_only_train:4 | usda_only_val:4 | usda_only_holdout:2,,
100,from shea and palm,from shea and palm,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,from shea and palm (10),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:1,,
100,fruit puree grape,fruit puree grape,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,fruit puree grape (10),usda_only_train:6 | usda_only_holdout:4,,
100,fruit sugar,fruit sugar,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,fruit sugar (10),usda_only_train:8 | usda_only_val:2,,
100,fully cooked and formed seasoned meatless crumble,fully cooked and formed seasoned meatless crumble,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"fully cooked and formed seasoned meatless crumbles (water, pea protein concentrate, canola oil, less than 2% roasted onion, garlic extract, natural flavorings, maltodextrin, yeast extract, salt, glycyrrhizine extract, titanium dioxide artificial color , sunflower oil, beta carotene artificial color , pea protein, transglutaminase, calcium chloride) (4) | fully cooked and formed seasoned meatless crumbles (water, pea protein concentrate, canola oil, less than 2% roasted onion, garlic extract, natural flavorings, maltodextrin, yeast extracts, salt, glycyrrhizine extract, titanium dioxide artificial color , sunflower oil, beta carotene artificial color , pea protein, transglutaminase, calcium chloride) (4) | fully cooked and formed seasoned meatless crumbles (water, pea protein concentrate, canola oil, less than 2% roasted onion, garlic extract, natural flavorings, maltodextrin, yeast extracts, salt, propylene glycol, glycyrrhizine extract, titanium dioxide artificial color , xanthan gum, methyl paraben, propyl paraben, potassium hydroxide, glycerine, polysorbate 80, sunflower oil, beta carotene from blakeslea trispora , mixed tocopherols from sunflower , citric acid, ascorbyl palmitate, pea protein, transglutaminase, calcium chloride) (2)",usda_only_train:10,,
100,garlic puree crushed garlic,garlic puree crushed garlic,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,garlic puree crushed garlic (10),usda_only_train:7 | usda_only_val:3,,
100,glazed corn sugar,glazed corn sugar,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,glazed corn sugar (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,gluten free rolled oat,gluten-free rolled oat,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,gluten-free rolled oats (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,green color,green color,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"green color (water, high fructose corn syrup, glycerin, yellow 5, sugar, modified food starch, blue 1, citric acid, sodium benzoate, potassium sorbate preservatives , carrageenan gum, xanthan gum) (5) | green color (5)",usda_only_train:7 | usda_only_holdout:3,,
100,green jalapeno puree,green jalapeno puree,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"green jalapeno puree (jalapenos, citric acid, sodium benzoate) (9) | green jalapeno puree (citric acid, sodium benzoate) (1)",usda_only_train:9 | usda_only_val:1,,
100,guajillo chili pepper,guajillo chili pepper,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,guajillo chili peppers (4) | dried guajillo chili peppers (4) | dried guajillo chili pepper (2),usda_only_train:5 | usda_only_holdout:3 | usda_only_val:2,,
100,habanero chile powder,habanero chile powder,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,habanero chile powder (10),usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
100,habanero corn nut,habanero corn nut,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"habanero corn nuts (corn, high oleic oil (10)",usda_only_train:4 | usda_only_val:4 | usda_only_holdout:2,,
100,hamburger,hamburger,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hamburger (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
100,hass avocado,hass avocado,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hass avocado (10),usda_only_train:7 | usda_only_holdout:3,,
100,high fat cocoa processed with alkali,high fat cocoa processed with alkali,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,high fat cocoa processed with alkali (10),usda_only_train:5 | usda_only_val:4 | usda_only_holdout:1,,
100,highfructose corn syrup,highfructose corn syrup,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,highfructose corn syrup (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,hot dog and bun,hot dog and bun,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hot dog and bun (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,hydrolyzed vegetable protein hydrolyzed corn,hydrolyzed vegetable protein hydrolyzed corn,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hydrolyzed vegetable protein hydrolyzed corn (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,hydroxypropyl methyl cellulose,hydroxypropyl methyl cellulose,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,hydroxypropyl methyl cellulose (10),usda_only_train:6 | usda_only_holdout:2 | usda_only_val:1 | openfoodfacts_targeted:1,,
100,imitation blueberry bit,imitation blueberry bit,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"imitation blueberry bits (dextrose, gelatinized yellow corn flour, palm oil, vegetable shortening hydrogenated palm kernel oil, palm oil, canola oil , preservative citric acid , natural and artificial flavor, red 40 lake, blue 2 lake) (10)",usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,inactivated yeast,inactivated yeast,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,inactivated yeast (10),usda_only_train:8 | usda_only_val:2,,
100,inactive dry yeast,inactive dry yeast,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,inactive dry yeast (10),usda_only_train:6 | usda_only_val:3 | openfoodfacts_targeted:1,,
100,including fd and c red 40 lake,including fd and c red 40 lake,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,including fd and c red 40 lake (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
100,including red 40 lake,including red 40 lake,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,including red 40 lake (10),usda_only_train:5 | usda_only_holdout:3 | usda_only_val:2,,
100,ketchup tomato concentrate water,ketchup tomato concentrate water,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,ketchup tomato concentrate water (10),usda_only_train:7 | usda_only_holdout:3,,
100,l cysteine,l.cysteine,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,l.cysteine (10),usda_only_val:4 | usda_only_holdout:4 | usda_only_train:2,,
100,lac resin,lac resin,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,lac resin (10),usda_only_train:9 | usda_only_val:1,,
100,lactic and fatty acid esters of glycerol,lactic and fatty acid esters of glycerol,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,lactic and fatty acid esters of glycerol (10),usda_only_train:9 | usda_only_holdout:1,,
100,lait crm,lait crm,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,lait crm (10),usda_only_val:4 | usda_only_train:3 | usda_only_holdout:3,,
100,less than 1 10 of 1 as a preservative,less than 1/10 of 1% as a preservative,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 1/10 of 1% as a preservative (10),usda_only_train:6 | usda_only_val:4,,
100,less than 2 apple concentrate,less than 2% apple concentrate,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% apple concentrate (10),usda_only_train:10,,
100,less than 2 calcium chloride and citric acid,less than 2% calcium chloride and citric acid,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% calcium chloride and citric acid (10),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:3,,
100,less than 2 coloring,less than 2% coloring,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"less than 2% coloring (includes blue 1 lake, red 40, yellow 6, yellow 5, blue 1, yellow 5 lake, red 40 lake, yellow 6 lake, blue 2 lake, blue 2) (10)",usda_only_val:4 | usda_only_train:3 | usda_only_holdout:3,,
100,less than 2 dried parsley,less than 2% dried parsley,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% dried parsley (10),usda_only_train:8 | usda_only_val:2,,
100,less than 2 oat fiber,less than 2% oat fiber,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% oat fiber (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,less than 2 potassium lactate,less than 2% potassium lactate,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% potassium lactate (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,less than 2 roasted onion,less than 2% roasted onion,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% roasted onion (10),usda_only_train:10,,
100,less than 2 salt and citric acid,less than 2% salt and citric acid,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% salt and citric acid (10),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:3,,
100,less than 2 silicon dioxide,less than 2% silicon dioxide,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,less than 2% silicon dioxide (8) | less than 2% silicon dioxide (process aid) (2),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
100,locust bean gum stabilizer,locust bean gum stabilizer,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,locust bean gum stabilizer (10),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:1,,
100,masa,masa,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"masa (ground com and corn flour treated with lime) (4) | masa (ground corn and corn flour treated with lime) (3) | masa (water, ground corn with traces of lime, soybean oil) (3)",usda_only_train:5 | usda_only_holdout:4 | usda_only_val:1,,
100,may also contain water,may also contain water,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,may also contain water (10),usda_only_train:8 | usda_only_holdout:2,,
100,methylparaben preservative,methylparaben preservative,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,methylparaben preservative (10),usda_only_holdout:5 | usda_only_train:3 | usda_only_val:2,,
100,mineral salt,mineral salt,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"mineral salts (magnesium potassium chloride) (7) | mineral salts (e501, e500, e452, e339) (1) | mineral salt (sodium bicarbonate) (1) | mineral salts (339, 500, 501) (1)",usda_only_train:3 | openfoodfacts_targeted:3 | usda_only_val:2 | usda_only_holdout:2,,
100,mint,mint,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,mint (10),usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
100,mirin corn syrup,mirin corn syrup,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,mirin corn syrup (10),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:1,,
100,modified food starch culture,modified food starch culture,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,modified food starch* cultures (10),usda_only_train:8 | usda_only_val:1 | usda_only_holdout:1,,
100,modified palm,modified palm,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,modified palm (10),usda_only_holdout:4 | usda_only_train:3 | usda_only_val:3,,
100,monk fruit concentrate,monk fruit concentrate,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,monk fruit concentrate (10),usda_only_val:5 | usda_only_train:4 | usda_only_holdout:1,,
100,mung bean starch,mung bean starch,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,mung bean starch (10),usda_only_train:7 | usda_only_val:3,,
100,mustard with bran,mustard with bran,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,"mustard with bran (water, distilled vinegar, mustard seed, mustard bran, salt, turmeric) (10)",usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
100,nacho bagel chip,nacho bagel chip,10,yes,,Vegan | Vegetarian | Pescatarian | Gluten-free,,,nacho bagel chips (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
